society,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,facing,agePossession,BHK,Location,Total Floors,Servant_Room,Study_Room,Pooja_Room,Store_Room,Carpet_Area,Built_Up_Area,Super_BuiltUp_Area,piped_gas,waste_disposal,shopping_centre,intercom,power_backup,central_ac,wifi,garden,community,staff,water_storage,visitor_parking,lift,vaastu,security,swimming,gym,luxury_score,Hospital,Mall,Mandir/Church,ATM,Bank,School,College,Metro Station,Airport,Hotel,AC,Wardrobe,Microwave,Fridge,Stove,Curtains,Water Purifier,TV,Modular Kitchen,Geyser,Dining Table,Washing Machine,Exhaust Fan,Chimney,Light,Sofa,Fan,Bed,furnishing_type,area
Vatika Gurgaon ,140.0,6628.0,3.0,3.0,2.0,7.0,,Relatively New,3, Sector 83 Gurgaon,18.0,0,0,0,0,,,1735.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,31,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,3,0,0,0,5,0,0,1,1,0,0,0,0,0,0,0,0,2,0.0211225105612552
Malibu Towers,245.00000000000003,10698.0,3.0,4.0,2.0,1.0,,Old Property,3, Malibu Town,12.0,0,1,0,0,2290.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,22,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4,4,1,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,1,0.0229014769115722
Supertech Hues,100.0,8474.0,2.0,2.0,3.0,23.0,,New Property,2, Sector 68 Gurgaon,26.0,0,0,0,0,1180.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118008024545669
MM Soulitude,125.0,8784.0,3.0,3.0,2.0,3.0,,New Property,3, Sector 89 Gurgaon,4.0,0,1,0,0,1423.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142304189435336
Tulip Purple,260.0,10833.0,4.0,4.0,3.0,4.0,,Moderately Old,4, Sector 69 Gurgaon,12.0,1,0,0,0,,,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,20,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.024000738484261
Park View Apartments,160.0,11034.0,3.0,3.0,3.0,2.0,North-West,Moderately Old,3, Sector 15 Gurgaon,4.0,0,0,1,0,1450.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,20,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0145006344027551
Tulip Petals,110.0,7097.0,3.0,2.0,3.0,4.0,,Undefined,3, Sector 89 Gurgaon,4.0,0,0,0,0,1320.0,1550.0,,,,,,,,,,,,,,,,,,,0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0154995068338734
Ansal Plaza,100.0,10000.0,2.0,3.0,0.0,1.0,,Undefined,2, Palam Vihar,1.0,0,0,0,0,,1000.0,,,,,,,,,,,,,,,,,,,0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01
Krisumi Waterfall Residences,365.0,14381.0,3.0,3.0,2.0,17.0,East,New Property,3, Sector 36A Gurgaon,24.0,0,0,0,0,,,2538.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,15,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.0253807106598984
CHD Avenue ,140.0,7945.0,3.0,3.0,2.0,1.0,South-East,Moderately Old,3, Sector 71 Gurgaon,16.0,0,0,1,0,1762.0,,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,4,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,0.0176211453744493
Smart World Orchard,260.0,14723.0,3.0,3.0,2.0,2.0,,New Property,3, Sector 61 Gurgaon,4.0,0,0,0,0,,,1630.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,26,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176594444067105
MM Skywalk,160.0,11379.0,2.0,2.0,2.0,28.0,,New Property,2, Sector 74 Gurgaon,30.0,0,0,0,0,,,1406.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014060989542139
Supertech Hill Town,75.0,6250.0,2.0,2.0,2.0,17.0,North,Under Construction,2, Sector-2 Sohna,23.0,0,1,1,0,,,1200.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,40,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.012
Vatika City Homes,75.0,5660.0,2.0,2.0,2.0,3.0,West,Relatively New,2, Sector 83 Gurgaon,8.0,0,0,0,0,,,1325.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,33,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0.0132508833922261
Emaar The Palm Drive,390.0,18636.0,3.0,4.0,3.0,2.0,,Relatively New,3, Sector 66 Gurgaon,2.0,0,0,0,0,,2200.0,,,,,,,,,,,,,,,,,,,0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0209272376046361
MM Sky Lofts,100.0,11500.0,1.0,1.0,1.0,9.0,,Undefined,1, Sector 71 Gurgaon,9.0,0,0,0,0,435.0,869.0,,,,,,,,,,,,,,,,,,,0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008695652173913
Raheja Vedaanta,70.0,4522.0,2.0,2.0,3.0,1.0,West,Undefined,2, Sector 108 Gurgaon,1.0,0,0,0,0,1200.0,1548.0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0154798761609907
Ashiana Anmol,90.0,7059.0,2.0,2.0,2.0,8.0,,Undefined,2, Sohna,8.0,0,0,0,0,1039.0,1275.0,,,,,,,,,,,,,,,,,,,0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0127496812579685
Sidhartha NCR One Phase ,60.0,4800.0,2.0,2.0,3.0,10.0,North-East,Undefined,2, Sector 95 Gurgaon,10.0,0,0,0,0,,1250.0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125
Chintels Paradiso,197.0,7490.0,4.0,4.0,2.0,11.0,North-East,Relatively New,4, Sector 109 Gurgaon,18.0,1,0,1,0,,,2630.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.02630173564753
ILD Grand,135.0,7142.0,3.0,3.0,0.0,1.0,,New Property,3, Sector 37C Gurgaon,24.0,0,0,0,0,,1820.0,,,,,,,,,,,,,,,,,,,0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189022682721926
Ramprastha The Edge Towers,75.0,5319.0,2.0,2.0,3.0,19.0,,Moderately Old,2, Sector 37D Gurgaon,19.0,0,0,0,0,,1410.0,,,,,,,,,,,,,,,,,,,0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141003948110547
Pioneer Park,160.0,11594.0,2.0,2.0,2.0,21.0,,Relatively New,2, Sector 61 Gurgaon,23.0,1,0,0,0,1380.0,,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,43,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0138002415042263
Trisara Our Homes ,39.5,6561.0,2.0,2.0,1.0,0.0,South,New Property,2, Sohna,5.0,0,0,0,0,602.0,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,47,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,2,0.0060204237158969
Ashiana Anmol,99.0,8215.0,2.0,2.0,2.0,6.0,East,Under Construction,2, Sohna,14.0,0,0,0,0,900.0,,1205.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120511259890444
Paras Dews,210.0,8917.0,4.0,6.0,3.0,6.0,South-East,Relatively New,4, Sector 106 Gurgaon,24.0,1,0,0,0,,,2355.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,34,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235505214758326
Umang Monsoon Breeze,69.0,5390.0,2.0,2.0,2.0,11.0,,Moderately Old,2, Sector 78 Gurgaon,12.0,0,0,0,0,1280.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,39,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128014842300556
MM Soulitude,100.0,9066.0,2.0,2.0,2.0,2.0,,New Property,2, Sector 89 Gurgaon,4.0,0,1,0,0,1103.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110302228105007
Signature Global Park ,85.0,11333.0,3.0,2.0,3.0,1.0,,New Property,3, Sector 36 Sohna,4.0,0,0,0,0,750.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,9,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0075002205947233
HCBS Sports Ville,32.0,4301.0,2.0,2.0,1.0,3.0,,Relatively New,2, Sohna,13.0,0,0,0,0,,743.99,,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0074401302022785
Raheja The Vedaanta Floors,70.0,4521.0,2.0,2.0,3.0,1.0,,Moderately Old,2, Sector 108 Gurgaon,5.0,0,0,0,0,1548.0,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,2,0.015483300154833
kamal residence,40.0,7633.0,2.0,2.0,1.0,0.0,North-East,New Property,2, Sohna,4.0,0,0,0,0,524.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,6,,,,,,,,,,,2,2,0,0,0,10,0,2,0,1,0,0,0,0,0,0,0,0,1,0.0052404035110703
MM Soulitude,142.0,9978.0,3.0,3.0,2.0,3.0,,New Property,3, Sector 89 Gurgaon,4.0,0,0,0,0,1423.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142313088795349
ROF Ananda,38.0,5899.0,2.0,2.0,2.0,5.0,,Relatively New,2, Sector 95 Gurgaon,14.0,0,1,0,0,644.12,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00644176979149
GLS Arawali Homes,26.0,4513.0,2.0,2.0,2.0,4.0,,Relatively New,2, Sohna,13.0,0,0,0,0,576.0,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0057611345003323
AVL  Gurgaon,50.0,8333.0,1.0,1.0,1.0,5.0,,Undefined,1, Sector 36A Gurgaon,5.0,0,0,0,0,500.0,600.0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0060002400096003
Tata Primanti,650.0,15294.0,4.0,4.0,3.0,0.0,East,Relatively New,4, Sector 72 Gurgaon,40.0,1,1,1,0,,,4250.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,47,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0425003269255917
Bestech Altura,190.0,9000.0,3.0,4.0,2.0,11.0,,New Property,3, Sector 79 Gurgaon,17.0,1,0,0,0,2150.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211111111111111
Eldeco Accolade,85.0,6724.0,2.0,2.0,3.0,10.0,,New Property,2, Sohna,18.0,0,0,0,0,730.0,,1264.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,34,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126412849494348
Adarsh nagar,65.0,6190.0,3.0,3.0,1.0,1.0,North-West,New Property,3, Adarsh Nagar,4.0,0,0,0,0,1050.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,20,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0105008077544426
g l s arawali homes,26.0,4513.0,2.0,2.0,2.0,1.0,,Moderately Old,2, Sohna,5.0,0,0,0,0,,,576.0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0057611345003323
GLS Arawali Homes,35.0,6076.0,2.0,2.0,2.0,12.0,,New Property,2, Sohna,13.0,0,0,0,0,,,576.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0057603686635944
ILD Greens,105.0,7500.0,3.0,3.0,3.0,4.0,,New Property,3, Sector 37C Gurgaon,19.0,0,0,0,0,1400.0,1500.0,1875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.014
Piedmont Taksila heights,90.0,5855.0,3.0,3.0,3.0,9.0,South-West,Moderately Old,3, Sector 37C Gurgaon,15.0,0,0,0,0,,1537.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0.0153714773697694
DLF The Arbour,850.0,21519.0,4.0,4.0,0.0,27.0,,Undefined,4, Sector 63 Gurgaon,27.0,0,0,0,0,,3950.0,,,,,,,,,,,,,,,,,,,0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0394999767647195
Suncity Avenue ,75.0,10204.0,2.0,2.0,2.0,11.0,,Under Construction,2, Sector 76 Gurgaon,14.0,0,0,0,0,,,735.0,,,,,,,,,,,,,,,,,,0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0073500588004704
ILD Greens,79.0,4476.0,4.0,4.0,2.0,7.0,,Undefined,4, Sector 37A Gurgaon,21.0,0,0,0,0,,1765.0,,,,,,,,,,,,,,,,,,,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176496872207327
ATS Marigold,150.0,8571.0,3.0,3.0,3.0,2.0,,New Property,3, Sector 89 A Gurgaon,24.0,0,0,0,0,1750.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175008750437521
Godrej Summit,175.0,7530.0,4.0,5.0,3.0,1.0,,New Property,4, Sector 104 Gurgaon,17.0,1,0,0,0,2324.0,,,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,34,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0232403718459495
Bestech Altura,190.0,8837.0,3.0,4.0,3.0,11.0,North-East,Under Construction,3, Sector 79 Gurgaon,19.0,0,0,0,0,,,2150.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,43,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215005092225868
Godrej Nature Plus Serenity,145.0,8677.0,3.0,2.0,3.0,3.0,South,Under Construction,3, Sector-33 Sohna,24.0,0,0,0,0,,,1671.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167108447620145
Conscient Elevate,402.0,17500.0,3.0,3.0,1.0,3.0,,Under Construction,3, Sector 59 Gurgaon,33.0,0,0,0,0,2295.0,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,17,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0229714285714285
Sare Crescent Parc Royal Greens Phase ,50.0,5000.0,2.0,2.0,3.0,2.0,North-East,Undefined,2, Sector 92 Gurgaon,2.0,0,0,0,0,999.0,1000.0,,,,,,,,,,,,,,,,,,,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01
Emaar MGF The Palm Drive,398.0,18090.0,3.0,4.0,3.0,2.0,South-East,Moderately Old,3, Sector 66 Gurgaon,17.0,1,0,0,0,,,2200.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,53,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,5,6,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,2,0.0220011055831951
Signature Global Park,54.8,7355.0,2.0,2.0,3.0,4.0,East,New Property,2, Sohna,4.0,0,0,0,0,745.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0074507138001359
Godrej ,147.0,16256.0,2.0,2.0,3.0,9.0,North-East,New Property,2, Sector 79 Gurgaon,15.0,0,1,0,0,84.01,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,37,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0090428149606299
Lotus Homz,70.0,10057.0,2.0,2.0,2.0,8.0,East,Relatively New,2, Sector 111 Gurgaon,10.0,0,0,0,0,696.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,28,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0069603261409963
Breez Global Hill View,260.0,46917.0,2.0,2.0,2.0,6.0,,New Property,2, Sohna,19.0,0,0,0,0,554.16,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,20,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0055417013022998
Smart World Gems,110.0,9972.0,2.0,2.0,2.0,3.0,,New Property,2, Sector 89 Gurgaon,4.0,0,0,0,1,1103.0,,,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,27,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01103088648215
Krisumi Waterfall Residences,220.00000000000003,14874.0,2.0,2.0,2.0,23.0,North,New Property,2, Sector 36A Gurgaon,34.0,0,0,0,0,,,1479.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0147909103132983
ROF Ananda,55.0,5500.0,3.0,2.0,2.0,14.0,East,New Property,3, Sector 95 Gurgaon,14.0,0,1,0,0,745.0,,1000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,2,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,2,0.01
ROF Ananda,55.0,8527.0,3.0,2.0,2.0,14.0,East,New Property,3, Sector 95 Gurgaon,14.0,0,1,0,0,645.0,,1000.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,2,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,2,0.0064500996833587
Smart World Gems,116.0,8151.0,3.0,3.0,2.0,3.0,South-East,Under Construction,3, Sector 89 Gurgaon,4.0,0,1,0,0,1423.0,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,37,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142313826524352
